"","gene","GO_ID","adj.pval.Origin","adj.pval.Treatment","adj.pval.LifeStage","adj.pval.Origin_x_Treatment","adj.pval.Origin_x_LifeStage","adj.pval.Treatment_x_LifeStage","adj.pval.Origin_x_Treatment_x_LifeStage","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect","direction"
"13","Pastreoides03540","GO:0008333",1.8188272077752e-53,1.103254944146e-21,0.00289167382392054,5.99896344927574e-08,0.897353323411048,0.74333573302447,0.982518828176512,0.0377525996862966,0.995347337201091,3,7,"endosome to lysosome transport","BP","transport","P","Adult"
"14","Pastreoides03843","GO:0008630",0.874505449323037,0.836947497609122,0.0404164084470253,0.997485344117487,0.670708664691302,0.948689862858823,0.977170732671673,0.0129910746809678,1,2,2,"intrinsic apoptotic signaling pathway in response to DNA damage","BP","death","P","Adult"
"15","Pastreoides04598","GO:0006260",0.599034146796565,0.126205406223831,0.000801108139717015,0.181863505674784,0.663383785340949,0.0141566315411682,0.425307744100013,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"16","Pastreoides04598","GO:0006260",0.599034146796565,0.126205406223831,0.000801108139717015,0.181863505674784,0.663383785340949,0.0141566315411682,0.425307744100013,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"17","Pastreoides05904","GO:0030036",0.678855127720914,0.923889275779195,0.0354827285093409,0.955790914744139,0.507255221580138,0.559516819690158,0.869483708733891,0.0215271045371574,0.994808687333795,6,19,"actin cytoskeleton organization","BP","cell organization and biogenesis","P","Adult"
"18","Pastreoides06412","GO:0030036",0.938316671322406,0.837515022130685,0.0424167148584824,0.148201581712821,0.34812903862304,0.484200019049965,0.886574383771577,0.0215271045371574,0.994808687333795,6,19,"actin cytoskeleton organization","BP","cell organization and biogenesis","P","Adult"
"19","Pastreoides07266","GO:0006260",0.0375138193500888,0.113831067840582,2.39962195455606e-05,0.948111613095141,0.63632831287108,0.559516819690158,0.281669627903244,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"20","Pastreoides07266","GO:0006260",0.0375138193500888,0.113831067840582,2.39962195455606e-05,0.948111613095141,0.63632831287108,0.559516819690158,0.281669627903244,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"21","Pastreoides08834","GO:0031290",0.654668497364807,0.134712051484464,1.09336030218109e-13,0.235119980334458,0.179068164865985,0.000315943538968223,0.920374601732649,0.0150023540161825,1,2,2,"retinal ganglion cell axon guidance","BP","developmental processes","P","Adult"
"22","Pastreoides08834","GO:0048570",0.654668497364807,0.134712051484464,1.09336030218109e-13,0.235119980334458,0.179068164865985,0.000315943538968223,0.920374601732649,0.0390743541081544,0.998324560900588,2,3,"notochord morphogenesis","BP","developmental processes","P","Adult"
"23","Pastreoides09037","GO:0015074",2.78095216553715e-73,7.44734547626232e-64,0.00159067930420582,5.4924381804123e-17,0.125212709351057,0.514112530075545,0.552096811740819,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"24","Pastreoides09037","GO:0015074",2.78095216553715e-73,7.44734547626232e-64,0.00159067930420582,5.4924381804123e-17,0.125212709351057,0.514112530075545,0.552096811740819,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"25","Pastreoides09037","GO:0015074",2.78095216553715e-73,7.44734547626232e-64,0.00159067930420582,5.4924381804123e-17,0.125212709351057,0.514112530075545,0.552096811740819,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"26","Pastreoides09225","GO:0060385",0.00271181862449492,0.954184669052117,2.37685532681012e-25,0.877118674410569,0.905792885800525,0.978769688221927,0.972765821756539,0.0118696578747206,1,2,2,"axonogenesis involved in innervation","BP","cell organization and biogenesis","P","Adult"
"27","Pastreoides10280","GO:0006886",2.79293748090871e-59,5.38027534354205e-49,0.000138676062886981,1.12872537218639e-09,0.720242987308562,0.887261982330056,0.496441611403599,0.0152752972899906,0.995157916498627,9,35,"intracellular protein transport","BP","transport","P","Adult"
"28","Pastreoides12146","GO:0001817",0.0340126276286759,6.21638862198858e-07,0.00023248353351421,3.01537393075995e-13,0.957634228230725,0.447606027604872,0.226375019005827,0.036454916218045,0.998497123364643,2,3,"regulation of cytokine production","BP","other biological processes","P","Larvae"
"29","Pastreoides12592","GO:0006260",6.24993897928772e-18,0.0278875511038605,1.28420113136084e-13,0.641641231178343,0.379575142117338,0.731449227168692,0.234564068923037,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Adult"
"30","Pastreoides12592","GO:0006260",6.24993897928772e-18,0.0278875511038605,1.28420113136084e-13,0.641641231178343,0.379575142117338,0.731449227168692,0.234564068923037,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Adult"
"31","Pastreoides12592","GO:0044260",6.24993897928772e-18,0.0278875511038605,1.28420113136084e-13,0.641641231178343,0.379575142117338,0.731449227168692,0.234564068923037,0.00521028080774972,0.999128796092768,6,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Adult"
"32","Pastreoides12592","GO:0044260",6.24993897928772e-18,0.0278875511038605,1.28420113136084e-13,0.641641231178343,0.379575142117338,0.731449227168692,0.234564068923037,0.00521028080774972,0.999128796092768,6,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Adult"
"33","Pastreoides12624","GO:0009263",4.88055546021464e-08,0.175043920175609,1.97493753929152e-11,1.40745627277231e-07,0.90578358908293,0.858774695040256,0.106486982508914,0.0457372794494222,0.993534772149377,3,8,"deoxyribonucleotide biosynthetic process","BP","other metabolic processes","P","Larvae"
"34","Pastreoides12624","GO:0009263",4.88055546021464e-08,0.175043920175609,1.97493753929152e-11,1.40745627277231e-07,0.90578358908293,0.858774695040256,0.106486982508914,0.0457372794494222,0.993534772149377,3,8,"deoxyribonucleotide biosynthetic process","BP","other metabolic processes","P","Larvae"
"35","Pastreoides12756","GO:0006886",0.568262208536526,0.834410977343015,0.0369816811499045,0.88348018850969,0.832782768288061,0.884664564864942,0.969333609437888,0.0152752972899906,0.995157916498627,9,35,"intracellular protein transport","BP","transport","P","Adult"
"36","Pastreoides13614","GO:0006260",0.000255676859069073,4.024548795146e-14,0.00837645099090844,3.70635592566755e-06,0.0937785296530149,0.387780166796651,0.226375019005827,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"37","Pastreoides13614","GO:0044260",0.000255676859069073,4.024548795146e-14,0.00837645099090844,3.70635592566755e-06,0.0937785296530149,0.387780166796651,0.226375019005827,0.00521028080774972,0.999128796092768,6,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Larvae"
"38","Pastreoides13614","GO:0044260",0.000255676859069073,4.024548795146e-14,0.00837645099090844,3.70635592566755e-06,0.0937785296530149,0.387780166796651,0.226375019005827,0.00521028080774972,0.999128796092768,6,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Larvae"
"39","Pastreoides13614","GO:0006260",0.000255676859069073,4.024548795146e-14,0.00837645099090844,3.70635592566755e-06,0.0937785296530149,0.387780166796651,0.226375019005827,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"40","Pastreoides15380","GO:0030036",0.154039372923803,0.690467617569531,0.00104647327867327,0.811338941983177,0.927253678640672,0.820148745091785,0.91112276273955,0.0215271045371574,0.994808687333795,6,19,"actin cytoskeleton organization","BP","cell organization and biogenesis","P","Adult"
"41","Pastreoides16185","GO:0006260",1.88606191199772e-41,8.20475754774998e-07,1.40848840725658e-23,1.47249191172668e-09,0.308545845752441,0.986430139080427,0.689920643569139,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"42","Pastreoides16185","GO:0006260",1.88606191199772e-41,8.20475754774998e-07,1.40848840725658e-23,1.47249191172668e-09,0.308545845752441,0.986430139080427,0.689920643569139,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"43","Pastreoides16185","GO:0044260",1.88606191199772e-41,8.20475754774998e-07,1.40848840725658e-23,1.47249191172668e-09,0.308545845752441,0.986430139080427,0.689920643569139,0.00521028080774972,0.999128796092768,6,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Larvae"
"44","Pastreoides16185","GO:0006260",1.88606191199772e-41,8.20475754774998e-07,1.40848840725658e-23,1.47249191172668e-09,0.308545845752441,0.986430139080427,0.689920643569139,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"45","Pastreoides16185","GO:0044260",1.88606191199772e-41,8.20475754774998e-07,1.40848840725658e-23,1.47249191172668e-09,0.308545845752441,0.986430139080427,0.689920643569139,0.00521028080774972,0.999128796092768,6,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Larvae"
"46","Pastreoides16899","GO:0030036",0.064456423504688,0.469773177347041,0.0158458528690538,0.320440060891574,0.920894545847254,0.551721992372079,1,0.0215271045371574,0.994808687333795,6,19,"actin cytoskeleton organization","BP","cell organization and biogenesis","P","Adult"
"47","Pastreoides16899","GO:0006911",0.064456423504688,0.469773177347041,0.0158458528690538,0.320440060891574,0.920894545847254,0.551721992372079,1,0.0328103774324483,0.998725266385307,2,3,"phagocytosis, engulfment","BP","cell organization and biogenesis","P","Adult"
"48","Pastreoides17070","GO:0030218",9.31917531561587e-08,0.693892796090847,0.0170797718453967,0.426345371519792,0.846872089250936,0.756939359747046,0.875466636410123,0.00074068515965109,0.999981733960881,4,5,"erythrocyte differentiation","BP","developmental processes","P","Adult"
"49","Pastreoides17281","GO:0008630",0.570556855063616,0.628219806500028,0.0213599074155509,0.459819643917722,0.927888250214417,0.983340234013621,0.847055030267594,0.0129910746809678,1,2,2,"intrinsic apoptotic signaling pathway in response to DNA damage","BP","death","P","Larvae"
"50","Pastreoides17880","GO:0006260",1.57539381075176e-14,1.27053455094494e-37,5.03042811955832e-10,0.0018358384298694,0.055294035987902,0.334646845455828,0.0253228218288884,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"51","Pastreoides17880","GO:0006260",1.57539381075176e-14,1.27053455094494e-37,5.03042811955832e-10,0.0018358384298694,0.055294035987902,0.334646845455828,0.0253228218288884,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"52","Pastreoides18123","GO:0031290",0.205676318569679,0.803466838477042,7.56348116662873e-06,0.865994651385845,0.759977267057122,0.986657579361762,0.543193253582046,0.0150023540161825,1,2,2,"retinal ganglion cell axon guidance","BP","developmental processes","P","Adult"
"53","Pastreoides18123","GO:0046627",0.205676318569679,0.803466838477042,7.56348116662873e-06,0.865994651385845,0.759977267057122,0.986657579361762,0.543193253582046,0.013079549679483,1,2,2,"negative regulation of insulin receptor signaling pathway","BP","signal transduction","P","Adult"
"54","Pastreoides18123","GO:0008594",0.205676318569679,0.803466838477042,7.56348116662873e-06,0.865994651385845,0.759977267057122,0.986657579361762,0.543193253582046,0.0377324524697098,0.998413846879738,2,3,"photoreceptor cell morphogenesis","BP","developmental processes","P","Adult"
"55","Pastreoides18598","GO:0048251",0.110950281862886,0.040877089559904,0.0188569436842196,0.102459084460176,0.587284867604203,0.574688803598292,1,0.013185210863161,1,2,2,"elastic fiber assembly","BP","cell organization and biogenesis","P","Adult"
"56","Pastreoides19707","GO:0032790",0.675389458914933,0.89791508594412,0.000169035177422577,0.127236162536228,0.857896554124779,0.815282075915087,0.549531786272852,0.0117971944320855,1,2,2,"ribosome disassembly","BP","cell organization and biogenesis","P","Adult"
"57","Pastreoides19707","GO:0070481",0.675389458914933,0.89791508594412,0.000169035177422577,0.127236162536228,0.857896554124779,0.815282075915087,0.549531786272852,0.0117971944320855,1,2,2,"nuclear-transcribed mRNA catabolic process, non-stop decay","BP","RNA metabolism","P","Adult"
"58","Pastreoides21032","GO:0006260",3.79124203837066e-06,0.000471039439744305,0.00194061680488058,0.604064632224569,0.700901791993267,0.360496193536816,0.853959177484717,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"59","Pastreoides21032","GO:0006260",3.79124203837066e-06,0.000471039439744305,0.00194061680488058,0.604064632224569,0.700901791993267,0.360496193536816,0.853959177484717,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"60","Pastreoides21032","GO:0006260",3.79124203837066e-06,0.000471039439744305,0.00194061680488058,0.604064632224569,0.700901791993267,0.360496193536816,0.853959177484717,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"61","Pastreoides22899","GO:0048251",0.399422041559958,0.26539744251919,0.04379380301249,0.995551656192085,0.850745352943168,0.622683143873571,0.823801471119297,0.013185210863161,1,2,2,"elastic fiber assembly","BP","cell organization and biogenesis","P","Adult"
"62","Pastreoides23158","GO:0022414",1.06935543653751e-27,2.31274947384799e-06,1.25256698179324e-08,0.102237451811516,0.874319933977643,0.930476060675829,0.835940952228689,0.0438142009207497,0.994753352963793,3,6,"reproductive process","BP","other biological processes","P","Larvae"
"63","Pastreoides23158","GO:0030036",1.06935543653751e-27,2.31274947384799e-06,1.25256698179324e-08,0.102237451811516,0.874319933977643,0.930476060675829,0.835940952228689,0.0215271045371574,0.994808687333795,6,19,"actin cytoskeleton organization","BP","cell organization and biogenesis","P","Larvae"
"64","Pastreoides24500","GO:0007279",0.938555633964971,0.885676153120421,2.72995064741094e-09,0.967311961025175,0.742781602100108,0.659037714680577,0.937566521498021,0.0169876380500378,1,2,2,"pole cell formation","BP","developmental processes","P","Adult"
"65","Pastreoides24500","GO:0007294",0.938555633964971,0.885676153120421,2.72995064741094e-09,0.967311961025175,0.742781602100108,0.659037714680577,0.937566521498021,0.0484400553523002,0.997651188566444,2,3,"germarium-derived oocyte fate determination","BP","other biological processes","P","Adult"
"66","Pastreoides24504","GO:0051496",0.268613423823122,0.900350265301487,0.00399994207032202,0.682394853604239,0.231613523406677,0.840193204474266,0.769585385408789,0.037859599339769,0.995328770702424,3,7,"positive regulation of stress fiber assembly","BP","cell organization and biogenesis","P","Adult"
"67","Pastreoides25837","GO:0043152",0.834051267450208,0.0794917487087114,0.000681293511774218,0.343177494106757,0.922529428301975,0.865489875976726,1,0.0448303147231416,0.997920949681481,2,3,"induction of bacterial agglutination","BP","stress response","P","Adult"
"68","Pastreoides25846","GO:0043152",0.818715102649055,0.999145149146398,0.00969004039350739,0.948111613095141,0.155044599165318,0.129664196544258,0.996827501289824,0.0448303147231416,0.997920949681481,2,3,"induction of bacterial agglutination","BP","stress response","P","Adult"
"69","Pastreoides26019","GO:0006886",0.68548826986683,5.78447604366305e-05,0.011074561037004,0.703306327800638,0.239643980818489,0.896638638041952,0.661840646240892,0.0152752972899906,0.995157916498627,9,35,"intracellular protein transport","BP","transport","P","Adult"
"70","Pastreoides28399","GO:0015074",4.86493039827212e-37,2.48404520746125e-08,0.00370536721774121,0.00554437327116506,0.000198919878866949,0.0211898196968478,0.832490972100582,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"71","Pastreoides28399","GO:0015074",4.86493039827212e-37,2.48404520746125e-08,0.00370536721774121,0.00554437327116506,0.000198919878866949,0.0211898196968478,0.832490972100582,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"72","Pastreoides28399","GO:0015074",4.86493039827212e-37,2.48404520746125e-08,0.00370536721774121,0.00554437327116506,0.000198919878866949,0.0211898196968478,0.832490972100582,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"73","Pastreoides28400","GO:0032790",7.9696282564144e-05,0.00183322938098455,0.0163189237193849,0.00279783849630979,0.771133076105743,0.883223941139491,0.769585385408789,0.0117971944320855,1,2,2,"ribosome disassembly","BP","cell organization and biogenesis","P","Adult"
"74","Pastreoides28400","GO:0070481",7.9696282564144e-05,0.00183322938098455,0.0163189237193849,0.00279783849630979,0.771133076105743,0.883223941139491,0.769585385408789,0.0117971944320855,1,2,2,"nuclear-transcribed mRNA catabolic process, non-stop decay","BP","RNA metabolism","P","Adult"
"75","Pastreoides28400","GO:0070481",7.9696282564144e-05,0.00183322938098455,0.0163189237193849,0.00279783849630979,0.771133076105743,0.883223941139491,0.769585385408789,0.0117971944320855,1,2,2,"nuclear-transcribed mRNA catabolic process, non-stop decay","BP","RNA metabolism","P","Adult"
"76","Pastreoides28578","GO:0030218",0.191657888341533,0.636722542721867,0.0122808733188005,0.275608627897656,0.878439227517815,0.0353124192258516,0.710637517223183,0.00074068515965109,0.999981733960881,4,5,"erythrocyte differentiation","BP","developmental processes","P","Larvae"
"77","Pastreoides29266","GO:0006260",0.143922361602961,0.631737185274853,0.000366856912360778,0.498178926242266,0.795758185716381,0.981508009580868,0.634173999427576,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"78","Pastreoides29266","GO:0006260",0.143922361602961,0.631737185274853,0.000366856912360778,0.498178926242266,0.795758185716381,0.981508009580868,0.634173999427576,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"79","Pastreoides30277","GO:0046627",9.48701518399921e-130,6.76595320067863e-17,2.68626132182878e-07,0.00538693832855905,0.0330935800381369,0.560595326308085,0.648649029831424,0.013079549679483,1,2,2,"negative regulation of insulin receptor signaling pathway","BP","signal transduction","P","Adult"
"80","Pastreoides31422","GO:0007279",0.323575973536045,0.00290171185515288,0.010333864685168,0.398028730356827,0.680076597790456,0.786186285027249,0.340843035273615,0.0169876380500378,1,2,2,"pole cell formation","BP","developmental processes","P","Adult"
"81","Pastreoides31422","GO:0007294",0.323575973536045,0.00290171185515288,0.010333864685168,0.398028730356827,0.680076597790456,0.786186285027249,0.340843035273615,0.0484400553523002,0.997651188566444,2,3,"germarium-derived oocyte fate determination","BP","other biological processes","P","Adult"
"82","Pastreoides31422","GO:0006886",0.323575973536045,0.00290171185515288,0.010333864685168,0.398028730356827,0.680076597790456,0.786186285027249,0.340843035273615,0.0152752972899906,0.995157916498627,9,35,"intracellular protein transport","BP","transport","P","Adult"
"83","Pastreoides33741","GO:0006260",1.09983845371685e-09,0.0162989945724718,3.76089167769782e-07,1.94674165420883e-12,0.77298677045186,0.0147292431300389,0.210413633060334,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"84","Pastreoides33741","GO:0006260",1.09983845371685e-09,0.0162989945724718,3.76089167769782e-07,1.94674165420883e-12,0.77298677045186,0.0147292431300389,0.210413633060334,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"85","Pastreoides35760","GO:0015074",0.000118192039989041,0.133918561037517,4.72622754227428e-15,0.604064632224569,0.120981922846675,0.924921808580483,0.0299016916242918,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"86","Pastreoides35760","GO:0015074",0.000118192039989041,0.133918561037517,4.72622754227428e-15,0.604064632224569,0.120981922846675,0.924921808580483,0.0299016916242918,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"87","Pastreoides36020","GO:0030218",0.866910129908803,0.461686521342373,0.00557239823236301,5.0553383899963e-06,0.775689233510979,0.830742078895703,0.699728750779615,0.00074068515965109,0.999981733960881,4,5,"erythrocyte differentiation","BP","developmental processes","P","Adult"
"88","Pastreoides36093","GO:0010838",0.109808517188122,0.750349755350999,0.00837645099090844,0.516653079875778,0.969631450699878,0.49684848095264,0.691336438878171,0.0374569253513271,0.998431950280602,2,3,"positive regulation of keratinocyte proliferation","BP","cell cycle and proliferation","P","Adult"
"89","Pastreoides36552","GO:0008594",0.293958955526676,0.0010124683942658,0.0178300042697781,0.796796962517648,0.659832444894455,0.260866684806792,0.417564394434278,0.0377324524697098,0.998413846879738,2,3,"photoreceptor cell morphogenesis","BP","developmental processes","P","Adult"
"90","Pastreoides36845","GO:0015074",0.827346165089714,0.791591058072003,0.0475136633952572,0.997485344117487,0.865530139984833,0.445291453049838,0.948334290674494,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"91","Pastreoides36845","GO:0015074",0.827346165089714,0.791591058072003,0.0475136633952572,0.997485344117487,0.865530139984833,0.445291453049838,0.948334290674494,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"92","Pastreoides37775","GO:0044260",0.250096548052701,0.000932459369992637,0.000970114867102897,0.927384381279555,0.137197051240047,0.845810017967303,0.787971293632557,0.00521028080774972,0.999128796092768,6,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Larvae"
"93","Pastreoides37775","GO:0006260",0.250096548052701,0.000932459369992637,0.000970114867102897,0.927384381279555,0.137197051240047,0.845810017967303,0.787971293632557,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"94","Pastreoides37775","GO:0044260",0.250096548052701,0.000932459369992637,0.000970114867102897,0.927384381279555,0.137197051240047,0.845810017967303,0.787971293632557,0.00521028080774972,0.999128796092768,6,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Larvae"
"95","Pastreoides37775","GO:0006260",0.250096548052701,0.000932459369992637,0.000970114867102897,0.927384381279555,0.137197051240047,0.845810017967303,0.787971293632557,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"96","Pastreoides41625","GO:0006911",2.50773490213479e-05,0.190415159768283,1.99410677688717e-24,0.0240401694335267,0.00444996167874024,0.641140560870862,0.0560110055676064,0.0328103774324483,0.998725266385307,2,3,"phagocytosis, engulfment","BP","cell organization and biogenesis","P","Larvae"
"97","Pastreoides42267","GO:0006513",7.37672510354983e-05,0.10780518933411,4.09043300589394e-06,0.178469194829921,0.981127656649834,0.891341297478932,0.762321545471846,0.0357392377709332,0.998543031953974,2,3,"protein monoubiquitination","BP","protein metabolism","P","Adult"
"98","Pastreoides43527","GO:0030218",0.786473160765388,0.342166848096901,0.00315949258542338,0.758252056525056,0.804278630963369,0.12912343547494,0.657166848053472,0.00074068515965109,0.999981733960881,4,5,"erythrocyte differentiation","BP","developmental processes","P","Adult"
"99","Pastreoides44320","GO:0006260",5.72555881105378e-76,0.956967837778776,0.00015053894060498,4.3973912057334e-17,0.144931773731444,0.93574840962786,0.543193253582046,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"100","Pastreoides44320","GO:0006260",5.72555881105378e-76,0.956967837778776,0.00015053894060498,4.3973912057334e-17,0.144931773731444,0.93574840962786,0.543193253582046,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"101","Pastreoides45686","GO:0006886",5.61520916565115e-17,0.640167209541859,0.0365328212376511,0.670707355350499,0.905391217300553,0.143587954945724,0.964030960453212,0.0152752972899906,0.995157916498627,9,35,"intracellular protein transport","BP","transport","P","Larvae"
"102","Pastreoides46967","GO:0051496",0.00618606548630935,0.844081202448058,0.00793757719928423,0.336207309351159,0.864430214609613,0.0013498994987275,0.944882199510928,0.037859599339769,0.995328770702424,3,7,"positive regulation of stress fiber assembly","BP","cell organization and biogenesis","P","Adult"
"103","Pastreoides47626","GO:0009263",1.53646666654193e-68,1.23431576546217e-05,1.06024871302094e-13,0.244210288166524,0.72144763664556,0.845252802628202,0.821757780483518,0.0457372794494222,0.993534772149377,3,8,"deoxyribonucleotide biosynthetic process","BP","other metabolic processes","P","Larvae"
"104","Pastreoides47626","GO:0009263",1.53646666654193e-68,1.23431576546217e-05,1.06024871302094e-13,0.244210288166524,0.72144763664556,0.845252802628202,0.821757780483518,0.0457372794494222,0.993534772149377,3,8,"deoxyribonucleotide biosynthetic process","BP","other metabolic processes","P","Larvae"
